word,tf,df,tfidf
biomarker,7647,1447,13590.685913825908
ovarian,4883,531,13573.484674336976
donor,6123,934,13562.619518904547
interview,6712,1152,13459.238665576808
user,6882,1223,13388.537382157934
asthma,4260,370,13380.668242161884
exercise,6048,940,13357.764394051424
reward,4438,422,13356.159341883507
neuronal,6584,1135,13300.4503971488
visual,7130,1327,13289.100100392092
developmental,8345,1748,13254.174771170481
epithelial,6523,1123,13246.556064588107
locus,6563,1140,13229.179541830697
staining,7439,1455,13180.001836683905
migration,6350,1090,13084.631978987394
chemical,9300,2102,13055.901617524773
pulmonary,6050,992,13036.430090455753
incubate,8279,1784,12980.57478223539
cost,8940,2014,12932.844192227552
bacterium,5355,768,12909.3799349329
respiratory,6068,1026,12870.725058322778
intestinal,4889,619,12840.467975548881
airway,4063,363,12839.49485730047
epilepsy,3706,268,12835.797559416076
uptake,6217,1092,12799.179020831793
infect,6349,1149,12747.888299652479
force,8216,1815,12740.257015596157
people,8998,2078,12735.263231292422
retinal,3895,326,12727.331442504996
neutrophil,4466,496,12718.850975153506
depressive,4886,639,12677.21797479398
dataset,6454,1202,12667.671274634009
probability,7616,1624,12656.706108408023
fiber,5339,803,12632.876059130234
dopamine,4247,439,12613.613474625226
cholesterol,4635,577,12499.031493572642
calcium,5678,950,12480.487903165653
visit,6638,1309,12462.753226385134
layer,6820,1378,12454.114453919155
surgical,6717,1344,12433.834799672926
distance,7567,1658,12418.488254937538
embryo,4421,518,12398.825795559047
dietary,4921,689,12397.296517139035
medium,8067,1855,12333.353675692382
session,5493,907,12328.283159233932
device,6115,1141,12320.774671249814
childhood,6145,1155,12306.280055804978
metabolite,4967,723,12273.932432593894
synaptic,4555,581,12251.830306143784
adhd,3175,185,12173.423441203642
damage,8106,1908,12164.626280650025
home,6500,1319,12154.192620054811
suicide,3481,264,12108.852869542923
transition,8150,1943,12082.50940198101
collagen,4206,488,12046.78118238
pediatric,5911,1118,12030.116182701495
respondent,4338,542,11969.578517288337
metabolic,7185,1620,11958.164435096827
genomic,7642,1795,11934.852535025953
wild_type,6030,1191,11890.896917508411
chromatin,4419,583,11870.83815522456
leukemia,4784,722,11828.343370496694
abuse,4900,766,11825.281576319572
metabolism,7487,1775,11776.670948713429
skin,6167,1268,11774.707403030588
dynamics,7428,1755,11768.037815960362
incidence,8255,2059,11759.488821636642
plant,4260,543,11746.505343262348
cent,3657,354,11648.305755778614
scan,6660,1491,11637.035486851088
diagnostic,8154,2055,11631.467475178866
node,4186,534,11612.420698702603
toxicity,5998,1235,11610.200790753152
drinking,3918,443,11600.943997521099
probe,7925,1980,11599.44857258108
amino,6836,1586,11522.314103294217
household,4417,633,11502.020467215722
immigrant,3033,193,11500.574141339443
country,5679,1130,11497.317391053564
emotion,3993,483,11477.83172905457
speech,3558,344,11434.925561072889
progenitor,4533,688,11426.406092563195
chain,7344,1806,11424.584956103616
genet,6721,1565,11418.063851459789
temporal,6610,1523,11409.306753526324
spatial,6240,1375,11408.566605180471
replication,5438,1055,11382.869968333895
psychological,5900,1253,11335.13301457972
aging,5648,1152,11325.652560068209
induction,7628,1943,11308.635793657808
drosophila,3724,413,11287.65756192995
policy,6331,1441,11278.12155251373
teacher,3199,252,11276.717653448315
hiv_1,3559,360,11276.338835016753
physiol,6423,1484,11253.150702704554
substance,5062,936,11201.646466466622
oxidative,5181,989,11179.61676416867
subunit,5415,1093,11143.11399388781
barrier,6881,1695,11140.799480672713
environmental,7280,1853,11137.99023888602
curve,7776,2044,11133.995531198518
african,5387,1085,11125.069036227107
oral,6324,1475,11118.171731477507
iron,3641,408,11080.428706056586
autophagy,3258,287,11060.984036937178
charge,5610,1193,11053.262487775979
learn,6718,1656,11033.271059566605
read,6294,1484,11027.141604051449
sensor,4380,693,11009.020242579303
hydrogel,2634,131,11008.296263749322
crystal,4928,919,10995.446335411349
axon,3551,388,10985.01708242227
deletion,5813,1295,10976.333111011314
regulatory,7187,1862,10960.882794309953
resolution,7216,1875,10954.905470529731
media,6532,1601,10948.423857516194
psychiatric,5048,988,10897.734680999103
severity,6824,1741,10865.786964434685
cerebral,4887,928,10856.339565696873
dementia,3618,427,10845.754314571359
emotional,4725,862,10845.05468958936
opioid,3076,253,10830.951129400084
category,7740,2113,10825.480742487465
defect,5825,1338,10808.716800926557
fraction,7125,1879,10801.5708296577
predictor,7441,2013,10768.046073465057
oncol,5543,1228,10760.97417617389
motion,4566,814,10741.71852678124
accuracy,6831,1778,10733.280641795263
mitochondria,3653,454,10726.69748290211
stain,6309,1564,10722.164548844445
prediction,6828,1783,10709.392458404955
chromosome,4811,931,10671.979885371293
disability,4505,801,10670.741190040379
wash,6290,1570,10665.789724656159
worker,3882,551,10647.433649571274
smoker,3755,504,10633.892164661807
recipient,4252,702,10632.430172739822
rating,4421,776,10611.95804985821
transport,5698,1331,10602.94735728673
diabetic,3797,525,10597.832055706958
race,5698,1334,10590.118834044284
person,6411,1645,10571.798476248334
recurrence,4190,690,10549.637906444083
hormone,4891,995,10524.268936142029
income,4480,819,10511.965437411134
peer,4060,647,10483.564102423647
hepatic,3950,605,10464.642105429491
transcriptional,5409,1240,10448.23146635882
microbiota,2747,191,10444.729964484304
bond,4863,1002,10429.927316614288
electrode,3395,397,10424.580599786284
immunity,4804,978,10419.853278921073
randomize,6940,1908,10414.816973564171
nerve,4161,704,10393.040317105912
dysfunction,6288,1644,10372.793989874532
intracellular,6137,1581,10363.503437391071
object,3987,639,10344.672137843554
adherence,4227,741,10341.373740020557
cigarette,3455,429,10340.980914248083
egfr,3133,318,10315.256996079472
preterm,2741,200,10295.710139977718
vessel,4403,832,10261.951015724915
contact,7152,2043,10244.026631734296
safety,6281,1680,10225.190807038332
metastatic,4198,750,10219.744418860559
coefficient,6638,1837,10213.332046837044
skill,4362,828,10187.415170675053
column,5944,1543,10182.197347398289
affinity,5095,1160,10181.489598938399
threshold,6859,1941,10175.644464371195
trait,4193,756,10174.161724852122
nicotine,2879,250,10171.633740938172
t_cell,3894,629,10164.795124396389
transmission,5203,1216,10152.004513671776
electron,4865,1064,10142.134926062603
daily,6741,1903,10133.867130914765
load,6475,1791,10126.741610863795
transcript,4607,952,10116.695145222158
covariate,4993,1129,10112.908959708086
input,5865,1527,10108.002785444613
inject,5245,1250,10089.31404758836
laser,3988,685,10070.043375397448
secretion,4727,1017,10068.002057234602
cocaine,2959,285,10066.564634282087
peripheral,6240,1705,10066.27159637073
theory,6567,1848,10064.884234517265
phys,4555,942,10050.605977908905
delay,7219,2127,10049.116006947426
complication,5497,1378,10038.162339177947
agonist,4050,718,10036.043254047814
fibrosis,3719,576,10035.339483286727
treg,2445,142,10021.267423487061
plasmid,4155,768,10016.52168620844
movement,5245,1271,10001.930035104011
surg,4701,1020,9998.778007490908
deficit,4811,1071,9998.012701427142
connectivity,3536,507,9992.714560619817
decision,6747,1949,9981.736076423103
segmentation,3131,356,9955.246850151221
metal,3887,667,9918.51579493095
tuberculosis,2863,268,9916.051919214307
biopsy,4136,781,9901.293613832135
encode,6519,1875,9896.761192126292
attention,6665,1946,9870.689561684576
classification,6243,1763,9862.271608320012
fatty,3870,670,9857.769372487877
oxygen,5220,1295,9856.607404004655
perceive,4885,1140,9846.799034259173
meta_analysis,6046,1681,9839.02343917907
platelet,3284,428,9836.833650042272
decline,6110,1719,9806.592373065105
parental,4050,764,9784.545462568714
fragment,4877,1151,9783.840079082232
tube,5006,1213,9779.987075558867
knockdown,3698,608,9778.73255615508
mg_kg,3767,640,9767.969490230358
fusion,4350,906,9767.775509531579
pathogen,3953,724,9762.777655371834
aortic,2992,328,9758.382065445461
vitamin,3309,450,9745.856596476056
resection,3361,473,9731.471504023695
mechanical,4372,927,9716.994610853817
reporter,3816,673,9703.170674711015
illness,4863,1164,9701.136998872005
pair,6441,1900,9693.033688472351
antibiotic,3749,646,9686.311681946312
accumulation,5616,1527,9678.865071279955
recognition,5932,1679,9660.56621277593
assembly,4817,1152,9659.289727664405
motif,4273,894,9651.848833089922
artery,3659,617,9621.837818519849
space,6597,1999,9592.714891238767
microscopy,5050,1289,9559.05883426828
yeast,3458,545,9522.360806020135
mixture,5481,1507,9518.462133759536
aids,3417,529,9511.275909748683
hippocampus,3376,514,9494.262934674716
hippocampal,3314,490,9478.369906424548
joint,4738,1158,9476.26192746687
bone-marrow,3769,694,9467.852301285502
p_value,4957,1273,9444.935655603234
shape,5988,1774,9422.194511960597
polymer,3235,465,9421.832475177309
conformation,3728,685,9413.520988836932
onset,6001,1784,9408.917655295878
search,5826,1708,9388.171173921139
clinic,6034,1818,9346.742424716926
odds,4356,1003,9338.193088098855
neuroscience,4737,1192,9337.181668559302
degradation,4900,1273,9336.329375117177
physician,4938,1294,9327.938615933897
filter,5828,1730,9316.805458054068
adverse,5766,1702,9311.776509987785
subtype,4519,1095,9291.042752418723
head,4860,1266,9286.912461289716
longitudinal,5999,1820,9285.931048922936
noise,3893,788,9284.831669230764
pancreatic,3467,588,9283.856300064856
library,4349,1013,9280.041613900596
dendritic,3627,663,9276.886529492162
communication,5320,1507,9238.864906331095
survivor,3093,432,9235.94343627401
wave,3699,706,9228.597011118882
questionnaire,4721,1216,9211.53436652786
frontal,3271,514,9198.973358803612
adhesion,3898,809,9194.236079055576
gastric,2985,394,9188.28978289356
astrocyte,2783,316,9180.45666877107
scaffold,3328,543,9176.612624971149
segment,4587,1159,9170.294149298177
enhancer,2908,366,9165.64263320453
arthritis,3326,544,9164.978236787585
moderate,6537,2109,9155.302262723075
perception,4577,1160,9146.354836965858
lymphoma,3267,521,9143.532253937536
deficiency,5049,1400,9140.090717889445
random,5850,1803,9110.191645706214
extracellular,5020,1395,9105.553335736196
seizure,2856,354,9096.954125923905
lateral,4168,968,9083.20925189368
organ,5560,1671,9081.300409733996
supplemental,5190,1488,9078.953802879842
clone,4271,1023,9071.647455146116
fibroblast,3903,840,9059.265198610454
matter,5290,1544,9058.454280018334
percent,5873,1834,9045.889939084458
oncology,4413,1104,9036.984266033016
primer,4365,1087,9006.42695264073
wound,3068,457,8988.692513939171
stimulate,5706,1777,8968.82267857498
choice,5665,1758,8965.275264209662
effector,3965,892,8965.01887307785
comorbidity,3910,865,8960.841944930946
recovery,4965,1408,8959.736739370834
genetics,5491,1679,8942.375096822763
amplitude,3417,625,8941.44599425921
demographic,6354,2095,8941.324070624783
equation,4874,1369,8932.429267141699
reconstruction,3352,599,8913.783683398333
diffusion,3763,801,8913.207346974905
gradient,4629,1250,8904.372683753387
obese,3196,530,8890.082876654551
pathology,6139,2018,8868.661777818128
parenting,2391,212,8841.723529798786
representation,4893,1405,8840.243570875471
graph,4288,1093,8823.946963211622
systemic,5207,1575,8812.818284347379
posterior,3711,797,8808.616120900913
trauma,3433,660,8796.256106829904
vehicle,3613,750,8795.601854536255
gyrus,2616,298,8782.988363435494
band,4203,1059,8781.851572014373
fluid,4637,1290,8773.702213480057
personality,3061,487,8773.563141863859
placebo,3012,465,8772.352214910063
coronary,3178,543,8763.003281898531
efficiency,5346,1664,8754.210355571273
epigenetic,3448,676,8752.099308365314
mmol,2184,157,8732.197950992328
aureus,2247,176,8727.395064268641
quantification,5264,1632,8722.150083362028
resource,5923,1963,8720.28924439666
isoform,3630,776,8713.279285452454
fetal,4475,1221,8713.180611725393
urinary,3010,475,8702.482310514075
diameter,4446,1214,8682.277595278627
scheme,4130,1048,8672.446891968088
extended,3819,886,8660.682333095749
colorectal,3161,553,8658.443473849371
optical,3757,854,8658.283566086975
color,4970,1500,8654.184230038934
variance,5522,1789,8642.442755853352
microglium,2295,199,8631.954265516726
array,4822,1431,8623.549847674654
modeling,5465,1767,8620.854248157528
lineage,3458,709,8612.665673217536
sodium,4572,1301,8611.894463832172
neighborhood,2847,416,8608.814629406386
vesicle,2840,413,8608.202866777941
purify,4740,1393,8604.4744418653
california,5868,1975,8603.551651770062
amygdala,2544,292,8592.998895453022
children,4444,1238,8591.374052999094
diagnose,5698,1896,8586.904561822394
colon,3325,651,8565.18436654654
neurol,3887,945,8564.304890236801
fish,2927,463,8537.40887329324
graft,2986,491,8534.169586493874
ventricular,2919,461,8526.711033573085
discrimination,3275,634,8523.043354087215
ptsd,2079,142,8521.151318376114
anterior,3653,831,8518.339906740202
constant,5563,1851,8517.084441699271
enrichment,3550,782,8493.90820954824
post,5354,1757,8476.141476844548
radical,3157,584,8475.294694111086
cortisol,2167,172,8466.491674631172
dynamic,5875,2026,8464.031751705377
dental,2487,285,8460.813195491568
mood,3135,576,8459.475471928983
interface,4364,1232,8457.915515160508
consumption,3658,848,8455.921706322464
actin,3477,753,8450.638880773346
auditory,2595,330,8447.794882059789
stability,5376,1780,8441.052733381224
spine,2638,349,8440.104302052825
retina,2331,229,8440.045025829553
educational,3694,874,8427.582342232747
relapse,3172,601,8424.54653866039
dependence,4463,1299,8413.446424684893
miss,5850,2036,8399.210992073702
feedback,4165,1140,8395.479626957924
acquisition,5362,1790,8389.031530969409
plan,5182,1698,8380.841208119322
capacity,5665,1950,8378.083436393386
arterial,3070,560,8370.564241034801
anova,4363,1257,8368.328815964724
transporter,3283,669,8367.450649991499
correct,5919,2082,8366.037071468148
loop,3981,1047,8363.367324328668
preference,3983,1051,8352.381149482217
face,5091,1664,8336.641399216864
burden,5118,1682,8325.788899212255
glioma,2437,282,8316.501007922618
recruitment,4921,1583,8303.832600122787
specificity,5850,2074,8291.032727027206
angle,3606,861,8280.85603218111
intermediate,4688,1467,8267.429400745543
copd,2159,186,8266.28909781578
latent,2999,547,8247.418357850225
composition,4876,1583,8227.89834549862
oxidation,3150,628,8227.689037942047
normalize,5692,2023,8208.82084370076
reverse,5841,2106,8188.843965956667
recommendation,5029,1681,8183.99749845047
zebrafish,2242,223,8177.320964803693
hair,2439,301,8164.295613957128
compute,4755,1537,8163.941271161828
module,3204,671,8156.537514242179
edge,3526,848,8150.787298111812
tumour,3312,731,8147.82298397333
exon,2965,549,8143.095269263774
pulse,3241,695,8136.832220419425
suppress,5027,1697,8133.121343149106
translation,3961,1103,8114.963763732791
valve,2258,236,8107.73993971614
nucleotide,3980,1117,8103.69050256844
transfect,3234,699,8100.698476927847
late,5115,1756,8100.6826152306085
helix,2708,430,8098.86903352605
recurrent,3667,941,8095.129123653421
upper,5163,1784,8095.024471636831
antagonist,3427,807,8091.76821965156
variability,5313,1867,8088.600441803953
chemistry,4712,1540,8080.92565848891
tract,3816,1031,8075.497261626579
adipose,2544,359,8067.48841210935
sensory,3112,641,8064.671704643862
father,2388,294,8049.7693133135435
basal,3940,1113,8036.38092122149
impairment,4394,1375,8033.532317814582
nursing,3037,609,8025.839425014676
hiv_infected,2342,281,8000.6239348794525
neonatal,3124,661,7999.786438169334
specimen,3634,947,7999.182048841002
regimen,3559,905,7995.54261831982
quit,2034,168,7994.720314704095
localization,4402,1392,7994.0676541032835
postoperative,2683,436,7986.922616236182
metastasis,3183,696,7986.641256506211
violence,2435,323,7979.136122870795
maltreatment,1824,108,7975.209653047956
coverage,3549,908,7961.331733887686
tolerance,3616,951,7944.3190143875545
mild,4339,1383,7907.804107380553
confidence,5339,1946,7906.918465091365
mode,4841,1672,7904.041799530067
endogenous,4626,1550,7903.496623315031
recommend,5173,1858,7900.459185862014
strength,5551,2064,7894.098270495954
abundance,3394,836,7894.024254969401
coli,2740,480,7893.169612054164
orientation,3813,1081,7888.575087155742
spinal-cord,2499,365,7883.364359502072
recall,3241,752,7881.362085973485
girl,2628,428,7871.863225429686
slice,3213,739,7869.302153556639
suppression,4285,1367,7859.251779329241
sampling,4452,1465,7857.309953240581
fear,2959,602,7853.918338028223
parkinson,2654,445,7846.3669670003155
couple,5043,1808,7839.4867185067
infected,3074,670,7830.176498973574
online,5543,2087,7821.295130808354
allergy,2855,555,7809.957640147476
conserve,4021,1227,7809.495710238423
fluorescent,3926,1173,7801.688670267739
lymph-node,2742,499,7792.486632075643
conjugate,3500,926,7782.707470201563
discovery,5289,1965,7781.480473830612
ethanol,3159,729,7780.0837873652845
protease,3477,914,7776.916780887496
estrogen,2628,446,7763.60077750992
fracture,2304,295,7758.788161716253
myeloid,2715,492,7754.111197958403
south,4095,1290,7748.17997934027
carbon,3179,749,7743.299976987756
branch,3672,1039,7742.378765898734
voxel,2376,330,7734.859591435089
minority,3435,901,7732.183910451377
cleavage,3254,795,7732.033835035155
advanced,5185,1927,7729.721635339125
thickness,3479,928,7728.505289351221
plaque,2414,350,7716.5242912461135
spectral,2851,573,7708.018406778152
initiation,4601,1603,7706.0896967069175
selective,5532,2125,7705.953516317362
native,3963,1226,7700.080561202482
g_ml,3235,793,7695.035360263674
assume,5532,2131,7690.35576162313
candidate,4771,1709,7685.3236385900545
neurology,3492,949,7679.24372719398
disparity,3161,756,7670.0513265579675
computational,3905,1202,7664.588832885932
healthcare,4634,1637,7664.100138359427
recombinant,3612,1027,7657.829122528061
axis,4349,1471,7657.750598982469
engineering,4298,1441,7656.510256310854
polymerase,3385,892,7653.616364531784
fmri,2225,276,7640.881566209513
recording,3038,694,7631.556192970379
entry,4219,1405,7622.51944114523
wall,3725,1107,7617.982628717582
overlap,5013,1876,7607.767955800499
expansion,3903,1219,7605.849519086265
researcher,4653,1671,7599.8724472108415
hazard,2889,617,7597.018162805095
abnormality,4111,1349,7594.604192188539
video,2814,576,7593.289945138168
academic,4050,1313,7591.4620177667975
regulator,4249,1434,7589.91187492932
resident,3143,765,7589.179282017144
caregiver,2489,406,7586.849782451825
respond,5454,2134,7574.2507276663655
framework,4645,1676,7572.927717801643
ischemic,2777,560,7571.679771124965
western-blot,3133,764,7569.131094871057
murine,3969,1271,7568.667361168317
appendix,3052,718,7562.963953420724
vaccination,2279,310,7561.568493257669
t_test,4177,1400,7561.528803451022
distress,2922,644,7558.647758224635
hepatocyte,2349,343,7556.2032846492175
identity,3830,1190,7555.810037016798
likelihood,4416,1547,7553.26810875547
magnetic,2702,523,7551.883233106162
amyloid,2161,260,7550.152171618861
inhibitory,3852,1207,7544.572342822656
ieee,2772,563,7543.236565635626
gland,2580,460,7542.058403412078
hematopoietic,2750,552,7537.631458887639
adaptive,3692,1111,7537.177944673944
involvement,5028,1916,7524.452188929087
path,3445,964,7521.860009806869
world,5264,2053,7514.083763172975
lymphocyte,3082,748,7511.1482482511055
participation,3988,1303,7505.736488813321
nurse,2887,636,7504.197510623992
insurance,2779,575,7503.6748860459375
ring,3077,748,7498.962738438888
supplement,5006,1914,7496.757168236208
projection,3016,714,7490.603885884667
catenin,1947,183,7486.251579411706
africa,2467,412,7483.59908516606
mammalian,4291,1496,7483.309969062666
invasion,2873,634,7476.856047722921
overexpression,3387,943,7469.820733916432
pharmacol,4060,1361,7464.43154733235
metformin,1732,115,7464.180110478922
plasticity,3028,730,7453.3021102025705
precursor,3857,1241,7447.219622658267
pixel,2513,442,7446.509181609316
monkey,2495,433,7444.499194976835
estimation,3993,1328,7439.260912254031
window,3595,1081,7437.562926389954
fold,3890,1265,7436.425627707529
circulation,3828,1230,7425.307463573493
composite,3048,750,7420.147924889706
urine,2587,487,7414.964994446848
replicate,4404,1589,7414.771584173415
polymorphism,3149,813,7412.0337934104
reading,3419,983,7398.359809506167
racial,2663,533,7392.444103779636
emergency,2792,606,7392.168872541683
spin,2760,588,7390.6672593536205
integrin,2249,320,7390.627691460012
arrow,4011,1357,7386.149328419158
ultrasound,2519,457,7380.220483250578
classroom,1886,171,7379.618850064435
prenatal,2371,381,7377.8538953058005
somatic,2896,670,7376.770052383693
parasite,1888,173,7365.490797097481
boundary,3157,832,7357.933081227244
prospective,5098,2022,7354.693633190279
pubmed-pmid,1260,25,7352.892685592816
differentiate,4459,1648,7344.807858340976
bead,2697,562,7343.9393351442095
stat3,1938,194,7338.52146226546
deliver,4360,1590,7337.94821308847
microbiol,2917,692,7336.018678662725
luciferase,2166,291,7323.6395042520535
rabbit,3189,861,7323.252880373144
cervical,2584,506,7307.470012601443
lifetime,3128,828,7305.418306710583
junction,2854,662,7304.069203308906
genome_wide,3114,822,7295.368794256879
impaired,4538,1716,7291.4481107597285
administer,5033,2010,7290.87898982371
speed,3390,1003,7267.3265768262445
correction,3701,1203,7261.107461664935
antiretroviral,2109,274,7257.863742969237
coupling,3130,842,7257.609018930029
maintenance,4426,1662,7253.009973101779
carotid,1995,226,7249.770032585809
hydrogen,2888,697,7242.294001650949
tgf__,2011,234,7237.958672196371
implementation,3939,1363,7236.185282854076
biochem,4618,1786,7235.349304537077
alteration,4720,1848,7234.087648381528
presentation,4271,1573,7234.070474563608
dimension,3832,1296,7232.773787354359
circulate,3402,1024,7222.558724652882
solid,4461,1696,7220.026450459348
chamber,3008,778,7212.517476048907
heme,1809,159,7209.951735399862
innate,2926,729,7206.2441158058955
output,3458,1066,7202.448048823852
microbial,2531,499,7192.8459758510035
gestational,2126,291,7188.392237322191
synthetic,3508,1103,7186.895451445249
agreement,4511,1740,7185.411976972965
staff,3466,1077,7183.528532464935
regeneration,2433,447,7182.085459342315
implant,2584,532,7177.993989581444
cytometry,2795,657,7174.264476803977
team,3653,1202,7169.972600904561
ng_ml,2782,652,7162.14877296308
exchange,3520,1120,7157.641835973779
washington,4774,1911,7156.813183752731
abnormal,4093,1491,7151.709646799024
bilayer,1911,203,7149.622315190048
lysate,2973,775,7140.0814015953765
velocity,2444,461,7139.185257297918
sclerosis,2363,420,7122.673291459334
ifn__,2025,254,7122.270613634024
solvent,2810,679,7120.213514134798
hearing,2082,280,7119.847332152013
bowel,2307,391,7118.934556658213
physiological,4743,1909,7115.306863471613
relation,4987,2055,7113.824907863258
walk,2591,550,7111.224041738276
biofilm,1563,91,7101.717813187583
instruction,3665,1233,7100.202437534849
x_ray,2926,756,7099.832388961914
reliability,3573,1175,7094.125448949589
tnf__,2093,289,7091.2477820756685
depletion,3113,878,7087.860033535287
trajectory,2961,783,7080.853215749093
cognition,2898,745,7074.36785246756
nutrition,3151,908,7068.514030284615
feed,2906,753,7062.857804868377
anal,2877,735,7061.983287347412
protection,3857,1372,7060.161869633988
discharge,2655,600,7055.862382211067
conformational,2603,569,7055.755589877357
microarray,2682,618,7048.340207299696
environ,2501,511,7048.15651088609
downstream,4123,1549,7046.784632304891
subgroup,3518,1158,7036.194483079032
predictive,4133,1562,7029.334527206144
lobe,2511,522,7022.858592216429
medicare,2182,343,7019.001944276114
zinc,2237,372,7014.3619997061605
denote,3544,1183,7012.498894902184
metric,2976,813,7004.830920669848
epidemiology,4450,1777,6994.612849572145
glutamate,2401,465,6992.834551128507
malignant,2980,820,6988.697788476073
reactivity,2800,707,6981.72796866015
magnetic-resonance,3287,1024,6978.409914148743
episode,2817,719,6976.704972457472
sentence,1818,185,6970.483091687629
